Gene stable ID,Gene name,Gene type
ENSAMXG00000040445,5S_rRNA,rRNA
ENSAMXG00000005342,naa15b,protein_coding
ENSAMXG00000041274,5S_rRNA,rRNA
ENSAMXG00000000123,,protein_coding
ENSAMXG00000040984,5S_rRNA,rRNA
ENSAMXG00000039434,,protein_coding
ENSAMXG00000033806,tpm1,protein_coding
ENSAMXG00000041763,,protein_coding
ENSAMXG00000034468,5S_rRNA,rRNA
ENSAMXG00000035671,,protein_coding
ENSAMXG00000031105,echdc3,protein_coding
ENSAMXG00000043599,,protein_coding
ENSAMXG00000013304,kcnc2,protein_coding
ENSAMXG00000038113,otud5a,protein_coding
ENSAMXG00000003951,ube2ka,protein_coding
ENSAMXG00000013663,,protein_coding
ENSAMXG00000040188,homer3b,protein_coding
ENSAMXG00000035196,5S_rRNA,rRNA
ENSAMXG00000031470,,protein_coding
ENSAMXG00000043516,ghrhra,protein_coding
ENSAMXG00000036696,ier3ip1,protein_coding
ENSAMXG00000037415,golt1ba,protein_coding
ENSAMXG00000014384,gsk3aa,protein_coding
ENSAMXG00000042493,mtus1b,protein_coding
ENSAMXG00000035741,5S_rRNA,rRNA
ENSAMXG00000013700,UPF2,protein_coding
ENSAMXG00000030292,mapk9,protein_coding
ENSAMXG00000017893,RETSAT,protein_coding
ENSAMXG00000031108,g6pcb,protein_coding
ENSAMXG00000031803,,protein_coding
ENSAMXG00000021203,med30,protein_coding
ENSAMXG00000003947,CHRNA9,protein_coding
ENSAMXG00000039206,spx,protein_coding
ENSAMXG00000032295,,protein_coding
ENSAMXG00000008776,ehmt1b,protein_coding
ENSAMXG00000024339,aoc2,protein_coding
ENSAMXG00000010151,vgll2b,protein_coding
ENSAMXG00000002221,tmem237a,protein_coding
ENSAMXG00000011331,myom1b,protein_coding
ENSAMXG00000030960,cmklr1,protein_coding
ENSAMXG00000034355,,protein_coding
ENSAMXG00000031262,pigk,protein_coding
ENSAMXG00000040594,,protein_coding
ENSAMXG00000015954,dlgap4b,protein_coding
ENSAMXG00000007645,gys2,protein_coding
ENSAMXG00000041717,,protein_coding
ENSAMXG00000038308,,protein_coding
ENSAMXG00000032454,pim2,protein_coding
ENSAMXG00000010160,ctsl.1,protein_coding
ENSAMXG00000001259,nbr1b,protein_coding
ENSAMXG00000034664,,protein_coding
ENSAMXG00000033439,hdhd2,protein_coding
ENSAMXG00000043611,eef1da,protein_coding
ENSAMXG00000013979,dab2ipb,protein_coding
ENSAMXG00000002002,mpp4a,protein_coding
ENSAMXG00000043088,,protein_coding
ENSAMXG00000041978,mtpn,protein_coding
ENSAMXG00000013618,hnf4g,protein_coding
ENSAMXG00000029224,,protein_coding
ENSAMXG00000032741,,protein_coding
ENSAMXG00000042614,,protein_coding
ENSAMXG00000008702,pcm1,protein_coding
ENSAMXG00000038673,proser1,protein_coding
ENSAMXG00000003704,pdgfd,protein_coding
ENSAMXG00000000117,,protein_coding
ENSAMXG00000019642,ncor1,protein_coding
ENSAMXG00000010174,ctsl.1,protein_coding
ENSAMXG00000000283,nrxn1b,protein_coding
ENSAMXG00000001248,mpped2,protein_coding
ENSAMXG00000043063,,protein_coding
ENSAMXG00000019063,ak5,protein_coding
ENSAMXG00000036003,,protein_coding
ENSAMXG00000015220,svilc,protein_coding
ENSAMXG00000037428,,protein_coding
ENSAMXG00000007464,si:ch211-247j9.1,protein_coding
ENSAMXG00000024558,tsnax,protein_coding
ENSAMXG00000032144,,protein_coding
ENSAMXG00000001777,,protein_coding
ENSAMXG00000039300,U2,snRNA
ENSAMXG00000033794,,protein_coding
ENSAMXG00000021176,ext1b,protein_coding
ENSAMXG00000033397,,protein_coding
ENSAMXG00000036651,znf395a,protein_coding
ENSAMXG00000016988,brms1la,protein_coding
ENSAMXG00000010668,mei4,protein_coding
ENSAMXG00000033860,,protein_coding
ENSAMXG00000000494,lactb,protein_coding
ENSAMXG00000015922,quo,protein_coding
ENSAMXG00000018766,arrdc2,protein_coding
ENSAMXG00000009836,katnal2,protein_coding
ENSAMXG00000000687,elavl4,protein_coding
ENSAMXG00000007636,ldhba,protein_coding
ENSAMXG00000031362,U2,snRNA
ENSAMXG00000032067,U5,snRNA
ENSAMXG00000002462,,protein_coding
ENSAMXG00000032410,,protein_coding
ENSAMXG00000026884,U5,snRNA
ENSAMXG00000040183,ftr87,protein_coding
ENSAMXG00000034614,,protein_coding
ENSAMXG00000039136,U2,snRNA
ENSAMXG00000031942,DUSP23,protein_coding
ENSAMXG00000035588,,protein_coding
ENSAMXG00000040875,,protein_coding
ENSAMXG00000037001,,protein_coding
ENSAMXG00000040009,pnoca,protein_coding
ENSAMXG00000035818,U2,snRNA
ENSAMXG00000043458,kcnk15,protein_coding
ENSAMXG00000003712,gria4a,protein_coding
ENSAMXG00000013631,pign,protein_coding
ENSAMXG00000042308,lrrc57,protein_coding
ENSAMXG00000024961,HTR1B,protein_coding
ENSAMXG00000034663,,protein_coding
ENSAMXG00000008899,PLBD1,protein_coding
ENSAMXG00000000499,tmem266,protein_coding
ENSAMXG00000035095,frs2a,protein_coding
ENSAMXG00000001685,als2a,protein_coding
ENSAMXG00000010192,ctsl.1,protein_coding
ENSAMXG00000002443,ogfr,protein_coding
ENSAMXG00000009814,sigmar1,protein_coding
ENSAMXG00000018489,kif13ba,protein_coding
ENSAMXG00000033864,tmem98,protein_coding
ENSAMXG00000009410,nomo,protein_coding
ENSAMXG00000017408,slc35a2,protein_coding
ENSAMXG00000025852,fzd9b,protein_coding
ENSAMXG00000033440,ccr10,protein_coding
ENSAMXG00000032776,,protein_coding
ENSAMXG00000033087,,protein_coding
ENSAMXG00000007460,,protein_coding
ENSAMXG00000021504,pld3,protein_coding
ENSAMXG00000035392,asns,protein_coding
ENSAMXG00000004590,ampd2a,protein_coding
ENSAMXG00000035644,plcxd3,protein_coding
ENSAMXG00000043081,,protein_coding
ENSAMXG00000042662,U5,snRNA
ENSAMXG00000003918,dele1,protein_coding
ENSAMXG00000033870,kctd17,protein_coding
ENSAMXG00000036293,,protein_coding
ENSAMXG00000017565,baz1b,protein_coding
ENSAMXG00000008441,yeats4,protein_coding
ENSAMXG00000038672,foxa3,protein_coding
ENSAMXG00000004734,nefmb,protein_coding
ENSAMXG00000012387,fgfr3,protein_coding
ENSAMXG00000007625,slc25a3a,protein_coding
ENSAMXG00000042595,,protein_coding
ENSAMXG00000008773,arrdc1b,protein_coding
ENSAMXG00000033164,,protein_coding
ENSAMXG00000010195,ctsl.1,protein_coding
ENSAMXG00000015896,tgm2b,protein_coding
ENSAMXG00000032229,,protein_coding
ENSAMXG00000017416,bcap31,protein_coding
ENSAMXG00000037589,irf2bp1,protein_coding
ENSAMXG00000002074,col9a3,protein_coding
ENSAMXG00000014408,si:ch211-264f5.8,protein_coding
ENSAMXG00000037280,,protein_coding
ENSAMXG00000000861,ftr67,protein_coding
ENSAMXG00000032513,zzz3,protein_coding
ENSAMXG00000012935,nav2b,protein_coding
ENSAMXG00000032825,cops5,protein_coding
ENSAMXG00000038322,,protein_coding
ENSAMXG00000005928,oxct1a,protein_coding
ENSAMXG00000034999,,protein_coding
ENSAMXG00000009803,galt,protein_coding
ENSAMXG00000043291,,protein_coding
ENSAMXG00000041257,,protein_coding
ENSAMXG00000039342,,protein_coding
ENSAMXG00000021516,slc19a3b,protein_coding
ENSAMXG00000013966,specc1,protein_coding
ENSAMXG00000030685,bcl10,protein_coding
ENSAMXG00000037261,il17a/f1,protein_coding
ENSAMXG00000032474,,protein_coding
ENSAMXG00000005303,htra3a,protein_coding
ENSAMXG00000020320,rrp15,protein_coding
ENSAMXG00000040546,fgf2,protein_coding
ENSAMXG00000041139,U3,snoRNA
ENSAMXG00000036451,,protein_coding
ENSAMXG00000040930,,protein_coding
ENSAMXG00000029305,,protein_coding
ENSAMXG00000029912,,protein_coding
ENSAMXG00000032053,,protein_coding
ENSAMXG00000021533,daw1,protein_coding
ENSAMXG00000008839,si:ch73-139e5.4,protein_coding
ENSAMXG00000041430,,snoRNA
ENSAMXG00000007898,RGS7,protein_coding
ENSAMXG00000035195,tmpoa,protein_coding
ENSAMXG00000039196,,snoRNA
ENSAMXG00000000508,etfa,protein_coding
ENSAMXG00000016745,cpsf6,protein_coding
ENSAMXG00000008767,glulc,protein_coding
ENSAMXG00000010672,,protein_coding
ENSAMXG00000035062,U3,snoRNA
ENSAMXG00000034528,,protein_coding
ENSAMXG00000003747,msantd4,protein_coding
ENSAMXG00000033221,tgfb2,protein_coding
ENSAMXG00000025577,CMKLR1,protein_coding
ENSAMXG00000003916,nudt6,protein_coding
ENSAMXG00000041406,,protein_coding
ENSAMXG00000025292,,protein_coding
ENSAMXG00000037355,stmn4l,protein_coding
ENSAMXG00000032302,THEM6,protein_coding
ENSAMXG00000040533,ctsl.1,protein_coding
ENSAMXG00000031742,aasdhppt,protein_coding
ENSAMXG00000005903,RIMOC1,protein_coding
ENSAMXG00000038239,si:ch211-160j14.3,protein_coding
ENSAMXG00000013664,ppp1r42,protein_coding
ENSAMXG00000032919,kcnj19a,protein_coding
ENSAMXG00000037716,,protein_coding
ENSAMXG00000034498,,protein_coding
ENSAMXG00000034938,,protein_coding
ENSAMXG00000029116,them6,protein_coding
ENSAMXG00000000112,dmd,protein_coding
ENSAMXG00000005901,fbxo4,protein_coding
ENSAMXG00000009395,grin2da,protein_coding
ENSAMXG00000043607,,protein_coding
ENSAMXG00000020584,ppp2r5cb,protein_coding
ENSAMXG00000004613,eps8l3a,protein_coding
ENSAMXG00000008755,,protein_coding
ENSAMXG00000030263,vstm2l,protein_coding
ENSAMXG00000003913,SPATA5,protein_coding
ENSAMXG00000031098,gpn1,protein_coding
ENSAMXG00000040007,,protein_coding
ENSAMXG00000038242,lyplal1,protein_coding
ENSAMXG00000042386,,protein_coding
ENSAMXG00000033158,znf281a,protein_coding
ENSAMXG00000036250,,protein_coding
ENSAMXG00000025773,,protein_coding
ENSAMXG00000043682,si:ch211-1a19.3,protein_coding
ENSAMXG00000015849,tgm5l,protein_coding
ENSAMXG00000036285,ghra,protein_coding
ENSAMXG00000029470,,protein_coding
ENSAMXG00000021545,sphkap,protein_coding
ENSAMXG00000037460,,protein_coding
ENSAMXG00000041927,,protein_coding
ENSAMXG00000043465,,protein_coding
ENSAMXG00000034151,,protein_coding
ENSAMXG00000038019,preb,protein_coding
ENSAMXG00000001226,,protein_coding
ENSAMXG00000003757,GUCY1A2,protein_coding
ENSAMXG00000033342,pxmp4,protein_coding
ENSAMXG00000037621,si:ch211-198m17.1,protein_coding
ENSAMXG00000036407,,protein_coding
ENSAMXG00000032257,emilin1b,protein_coding
ENSAMXG00000009063,kif20ba,protein_coding
ENSAMXG00000031981,CHST13,protein_coding
ENSAMXG00000037507,zgc:171844,protein_coding
ENSAMXG00000018775,wdr18,protein_coding
ENSAMXG00000021211,SAMD12,protein_coding
ENSAMXG00000019073,usp33,protein_coding
ENSAMXG00000037916,cmklr1,protein_coding
ENSAMXG00000005890,,protein_coding
ENSAMXG00000040374,irf6,protein_coding
ENSAMXG00000037452,,protein_coding
ENSAMXG00000017442,slc6a8,protein_coding
ENSAMXG00000013680,TCF24,protein_coding
ENSAMXG00000013063,cryba1l1,protein_coding
ENSAMXG00000040833,strap,protein_coding
ENSAMXG00000037426,CMKLR1,protein_coding
ENSAMXG00000033631,,protein_coding
ENSAMXG00000013944,adora2b,protein_coding
ENSAMXG00000009796,cntfr,protein_coding
ENSAMXG00000036332,txnrd3,protein_coding
ENSAMXG00000037935,bcl7bb,protein_coding
ENSAMXG00000000527,isl2a,protein_coding
ENSAMXG00000034456,hmbox1a,protein_coding
ENSAMXG00000020337,adcy3a,protein_coding
ENSAMXG00000037891,,protein_coding
ENSAMXG00000041915,lrrc24,protein_coding
ENSAMXG00000004636,si:rp71-39b20.4,protein_coding
ENSAMXG00000013691,MCMDC2,protein_coding
ENSAMXG00000033197,,protein_coding
ENSAMXG00000029693,abrab,protein_coding
ENSAMXG00000012522,,protein_coding
ENSAMXG00000039570,dbx1b,protein_coding
ENSAMXG00000040897,,protein_coding
ENSAMXG00000043988,tom1,protein_coding
ENSAMXG00000035466,angptl4,protein_coding
ENSAMXG00000025602,CMKLR1,protein_coding
ENSAMXG00000009397,rbm46,protein_coding
ENSAMXG00000005882,znf131,protein_coding
ENSAMXG00000039851,,protein_coding
ENSAMXG00000040229,,protein_coding
ENSAMXG00000012894,exoc3l1,protein_coding
ENSAMXG00000035934,khk,protein_coding
ENSAMXG00000008816,csdc2a,protein_coding
ENSAMXG00000042096,,protein_coding
ENSAMXG00000017568,tsen34,protein_coding
ENSAMXG00000031832,,protein_coding
ENSAMXG00000010684,myo6a,protein_coding
ENSAMXG00000024305,FZD7,protein_coding
ENSAMXG00000042302,,protein_coding
ENSAMXG00000029894,cacng7a,protein_coding
ENSAMXG00000042806,,protein_coding
ENSAMXG00000030526,etnk1,protein_coding
ENSAMXG00000020132,,protein_coding
ENSAMXG00000038734,spry1,protein_coding
ENSAMXG00000013716,SGK3,protein_coding
ENSAMXG00000040083,,protein_coding
ENSAMXG00000030761,,protein_coding
ENSAMXG00000033031,,protein_coding
ENSAMXG00000025520,LRRC3,protein_coding
ENSAMXG00000031077,lrpap1,protein_coding
ENSAMXG00000035232,UBL3,protein_coding
ENSAMXG00000038312,,protein_coding
ENSAMXG00000017457,pnck,protein_coding
ENSAMXG00000043514,,protein_coding
ENSAMXG00000008808,aco2,protein_coding
ENSAMXG00000029138,,protein_coding
ENSAMXG00000041173,edn1,protein_coding
ENSAMXG00000038110,,protein_coding
ENSAMXG00000013588,,protein_coding
ENSAMXG00000034128,,protein_coding
ENSAMXG00000037458,ankef1b,protein_coding
ENSAMXG00000043635,cacng8a,protein_coding
ENSAMXG00000038700,,protein_coding
ENSAMXG00000036516,,protein_coding
ENSAMXG00000012862,prmt7,protein_coding
ENSAMXG00000015821,,protein_coding
ENSAMXG00000042840,phpt1,protein_coding
ENSAMXG00000041025,,protein_coding
ENSAMXG00000043123,,protein_coding
ENSAMXG00000032359,ankrd40,protein_coding
ENSAMXG00000036648,,protein_coding
ENSAMXG00000007457,,protein_coding
ENSAMXG00000033089,dok7,protein_coding
ENSAMXG00000008720,noc4l,protein_coding
ENSAMXG00000000557,scaper,protein_coding
ENSAMXG00000043404,snap25b,protein_coding
ENSAMXG00000017196,hivep1,protein_coding
ENSAMXG00000033548,,protein_coding
ENSAMXG00000030494,cacng6a,protein_coding
ENSAMXG00000020572,hsp90aa1.2,protein_coding
ENSAMXG00000029103,,protein_coding
ENSAMXG00000043628,oclna,protein_coding
ENSAMXG00000031959,angpt1,protein_coding
ENSAMXG00000020279,,protein_coding
ENSAMXG00000013567,slc19a1,protein_coding
ENSAMXG00000033626,,protein_coding
ENSAMXG00000039439,,protein_coding
ENSAMXG00000017018,,protein_coding
ENSAMXG00000003908,ANKRD50,protein_coding
ENSAMXG00000020347,wdr26a,protein_coding
ENSAMXG00000042552,,protein_coding
ENSAMXG00000009319,slc2a3a,protein_coding
ENSAMXG00000031684,,protein_coding
ENSAMXG00000019082,miga1,protein_coding
ENSAMXG00000003771,cwf19l2,protein_coding
ENSAMXG00000035722,,protein_coding
ENSAMXG00000033068,,pseudogene
ENSAMXG00000013053,crybb1l1,protein_coding
ENSAMXG00000024302,carf,protein_coding
ENSAMXG00000016773,comta,protein_coding
ENSAMXG00000003876,FAT4,protein_coding
ENSAMXG00000035422,phf5a,protein_coding
ENSAMXG00000016766,FAR2,protein_coding
ENSAMXG00000041602,,protein_coding
ENSAMXG00000013759,mybl1,protein_coding
ENSAMXG00000041417,,protein_coding
ENSAMXG00000032860,,protein_coding
ENSAMXG00000021548,,protein_coding
ENSAMXG00000039814,hnrnpabb,protein_coding
ENSAMXG00000040530,cnih4,protein_coding
ENSAMXG00000018792,grin3bb,protein_coding
ENSAMXG00000035516,hmga1a,protein_coding
ENSAMXG00000020131,marveld2a,protein_coding
ENSAMXG00000021550,pid1,protein_coding
ENSAMXG00000029028,ahctf1,protein_coding
ENSAMXG00000039729,foxi2,protein_coding
ENSAMXG00000035241,,protein_coding
ENSAMXG00000033657,,protein_coding
ENSAMXG00000004748,dock5,protein_coding
ENSAMXG00000006916,malrd1,protein_coding
ENSAMXG00000015802,grm4,protein_coding
ENSAMXG00000007582,sox5,protein_coding
ENSAMXG00000033545,,protein_coding
ENSAMXG00000002064,NAV1,protein_coding
ENSAMXG00000008710,pus1,protein_coding
ENSAMXG00000031107,,protein_coding
ENSAMXG00000038575,cfd,protein_coding
ENSAMXG00000035447,,protein_coding
ENSAMXG00000031465,kcnk13a,protein_coding
ENSAMXG00000037930,smim29,protein_coding
ENSAMXG00000031222,,protein_coding
ENSAMXG00000037714,,protein_coding
ENSAMXG00000007451,mat2b,protein_coding
ENSAMXG00000010790,senp6a,protein_coding
ENSAMXG00000037772,,protein_coding
ENSAMXG00000021551,dner,protein_coding
ENSAMXG00000012839,ciapin1,protein_coding
ENSAMXG00000013469,PTPRB,protein_coding
ENSAMXG00000024297,fam117bb,protein_coding
ENSAMXG00000036542,si:ch211-171h4.3,protein_coding
ENSAMXG00000036383,,protein_coding
ENSAMXG00000020139,,protein_coding
ENSAMXG00000032266,lrrc51,protein_coding
ENSAMXG00000008705,ulk1b,protein_coding
ENSAMXG00000018570,tdp1,protein_coding
ENSAMXG00000008798,tefa,protein_coding
ENSAMXG00000031020,gtf2a1l,protein_coding
ENSAMXG00000032797,,protein_coding
ENSAMXG00000038421,,protein_coding
ENSAMXG00000000583,ctdspl2a,protein_coding
ENSAMXG00000043448,,protein_coding
ENSAMXG00000037771,,protein_coding
ENSAMXG00000020424,smc1al,protein_coding
ENSAMXG00000032490,,protein_coding
ENSAMXG00000012330,si:ch211-194c3.5,protein_coding
ENSAMXG00000043534,,protein_coding
ENSAMXG00000031882,,protein_coding
ENSAMXG00000010300,rgs12b,protein_coding
ENSAMXG00000001593,,protein_coding
ENSAMXG00000036428,lamtor1,protein_coding
ENSAMXG00000018810,tmem259,protein_coding
ENSAMXG00000016796,cdk16,protein_coding
ENSAMXG00000008768,zc3h7bb,protein_coding
ENSAMXG00000037276,si:ch211-160j14.2,protein_coding
ENSAMXG00000005525,fubp1,protein_coding
ENSAMXG00000015095,mpp3a,protein_coding
ENSAMXG00000036597,,protein_coding
ENSAMXG00000029614,nim1k,protein_coding
ENSAMXG00000031915,,protein_coding
ENSAMXG00000033637,rabif,protein_coding
ENSAMXG00000035199,si:rp71-84d9.1,protein_coding
ENSAMXG00000040689,rps27a,protein_coding
ENSAMXG00000042998,,protein_coding
ENSAMXG00000015781,rassf1,protein_coding
ENSAMXG00000037893,rrs1,protein_coding
ENSAMXG00000042309,,protein_coding
ENSAMXG00000012821,coq9,protein_coding
ENSAMXG00000030589,,protein_coding
ENSAMXG00000032945,crhb,protein_coding
ENSAMXG00000003819,nlrc3l,protein_coding
ENSAMXG00000024963,,protein_coding
ENSAMXG00000029547,tmem170b,protein_coding
ENSAMXG00000043200,,protein_coding
ENSAMXG00000020193,,protein_coding
ENSAMXG00000025291,mgat2,protein_coding
ENSAMXG00000038303,,protein_coding
ENSAMXG00000002079,mybpha,protein_coding
ENSAMXG00000034096,,protein_coding
ENSAMXG00000032643,,protein_coding
ENSAMXG00000029586,,protein_coding
ENSAMXG00000039688,,protein_coding
ENSAMXG00000019084,si:ch211-71m22.5,protein_coding
ENSAMXG00000034925,,protein_coding
ENSAMXG00000036645,si:ch211-132b12.7,protein_coding
ENSAMXG00000000587,sqor,protein_coding
ENSAMXG00000038679,nedd9,protein_coding
ENSAMXG00000039334,tmem33,protein_coding
ENSAMXG00000020569,,protein_coding
ENSAMXG00000034752,,protein_coding
ENSAMXG00000031092,,protein_coding
ENSAMXG00000009780,il11ra,protein_coding
ENSAMXG00000012805,polr2c,protein_coding
ENSAMXG00000035912,,protein_coding
ENSAMXG00000034961,agbl4,protein_coding
ENSAMXG00000018838,med16,protein_coding
ENSAMXG00000020361,FEZ2,protein_coding
ENSAMXG00000003831,chordc1a,protein_coding
ENSAMXG00000039470,,protein_coding
ENSAMXG00000021564,cntd2,protein_coding
ENSAMXG00000025981,,protein_coding
ENSAMXG00000010292,htt,protein_coding
ENSAMXG00000033638,,protein_coding
ENSAMXG00000008048,,protein_coding
ENSAMXG00000029461,WDR77,protein_coding
ENSAMXG00000015745,zmynd10,protein_coding
ENSAMXG00000029260,tmem267,protein_coding
ENSAMXG00000008754,cby1,protein_coding
ENSAMXG00000020429,si:dkey-96f10.1,protein_coding
ENSAMXG00000013073,ccna2,protein_coding
ENSAMXG00000021575,akt2,protein_coding
ENSAMXG00000029050,si:busm1-57f23.1,protein_coding
ENSAMXG00000041243,,protein_coding
ENSAMXG00000039788,hcn3,protein_coding
ENSAMXG00000035116,zfyve16,protein_coding
ENSAMXG00000020383,RNF5,protein_coding
ENSAMXG00000034878,selenot1b,protein_coding
ENSAMXG00000012762,shank2b,protein_coding
ENSAMXG00000005599,dync1li1,protein_coding
ENSAMXG00000015339,bend5,protein_coding
ENSAMXG00000002081,,protein_coding
ENSAMXG00000032522,sdc2,protein_coding
ENSAMXG00000004504,SLC5A10,protein_coding
ENSAMXG00000001247,sccpdha.1,protein_coding
ENSAMXG00000008747,slc16a8,protein_coding
ENSAMXG00000042185,,protein_coding
ENSAMXG00000019087,si:ch211-71m22.1,protein_coding
ENSAMXG00000003671,vsig8b,protein_coding
ENSAMXG00000029123,,protein_coding
ENSAMXG00000018586,efcab11,protein_coding
ENSAMXG00000039366,U6,snRNA
ENSAMXG00000007446,TENM2,protein_coding
ENSAMXG00000041828,rassf6,protein_coding
ENSAMXG00000038737,,protein_coding
ENSAMXG00000013080,bbs7,protein_coding
ENSAMXG00000001585,,protein_coding
ENSAMXG00000030235,,protein_coding
ENSAMXG00000042314,ankrd1a,protein_coding
ENSAMXG00000039044,,protein_coding
ENSAMXG00000031141,,protein_coding
ENSAMXG00000024291,bmpr2b,protein_coding
ENSAMXG00000013478,obsl1a,protein_coding
ENSAMXG00000015712,nprl2,protein_coding
ENSAMXG00000031993,spata6,protein_coding
ENSAMXG00000008970,,protein_coding
ENSAMXG00000003867,naalad2,protein_coding
ENSAMXG00000033560,,protein_coding
ENSAMXG00000012313,ky,protein_coding
ENSAMXG00000032052,,protein_coding
ENSAMXG00000010045,si:ch211-81a5.8,protein_coding
ENSAMXG00000039121,pdap1a,protein_coding
ENSAMXG00000039849,snai1b,protein_coding
ENSAMXG00000029087,,protein_coding
ENSAMXG00000031703,rspo3,protein_coding
ENSAMXG00000032336,,protein_coding
ENSAMXG00000043943,U1,snRNA
ENSAMXG00000033658,slc44a4,protein_coding
ENSAMXG00000030609,,protein_coding
ENSAMXG00000009046,pcgf5a,protein_coding
ENSAMXG00000034657,,protein_coding
ENSAMXG00000037295,,protein_coding
ENSAMXG00000001243,tfb2m,protein_coding
ENSAMXG00000000590,atp8b4,protein_coding
ENSAMXG00000020437,,protein_coding
ENSAMXG00000031599,U1,snRNA
ENSAMXG00000024920,ankrd34ba,protein_coding
ENSAMXG00000041433,,protein_coding
ENSAMXG00000001148,actc1c,protein_coding
ENSAMXG00000039042,HS3ST1,protein_coding
ENSAMXG00000039635,,protein_coding
ENSAMXG00000029432,,protein_coding
ENSAMXG00000034401,plppr3b,protein_coding
ENSAMXG00000006951,plxdc2,protein_coding
ENSAMXG00000038602,cenpw,protein_coding
ENSAMXG00000036048,gpr39,protein_coding
ENSAMXG00000017578,ppp1r37,protein_coding
ENSAMXG00000043880,,protein_coding
ENSAMXG00000040008,mmp17a,protein_coding
ENSAMXG00000020123,rasgrf2a,protein_coding
ENSAMXG00000033789,,protein_coding
ENSAMXG00000010041,clk2a,protein_coding
ENSAMXG00000042967,gclm,protein_coding
ENSAMXG00000039697,MUSK,protein_coding
ENSAMXG00000008736,sh3bp1,protein_coding
ENSAMXG00000020379,trmt11,protein_coding
ENSAMXG00000040784,bmp16,protein_coding
ENSAMXG00000024287,SLC35F5,protein_coding
ENSAMXG00000036559,,protein_coding
ENSAMXG00000016817,tsr2,protein_coding
ENSAMXG00000015433,slc5a9,protein_coding
ENSAMXG00000032603,,protein_coding
ENSAMXG00000019710,,protein_coding
ENSAMXG00000013082,anxa5a,protein_coding
ENSAMXG00000035428,,protein_coding
ENSAMXG00000033648,cpne4b,protein_coding
ENSAMXG00000029872,tpmt.1,protein_coding
ENSAMXG00000031958,,protein_coding
ENSAMXG00000025854,gemin7,protein_coding
ENSAMXG00000042032,ckmt2a,protein_coding
ENSAMXG00000031792,,protein_coding
ENSAMXG00000033079,guca1g,protein_coding
ENSAMXG00000042786,,pseudogene
ENSAMXG00000038328,FAM83G,protein_coding
ENSAMXG00000031953,,protein_coding
ENSAMXG00000006963,NFX1,protein_coding
ENSAMXG00000031117,camk1ga,protein_coding
ENSAMXG00000024286,actr3,protein_coding
ENSAMXG00000011796,slc22a7a,protein_coding
ENSAMXG00000015683,thumpd3,protein_coding
ENSAMXG00000006272,,protein_coding
ENSAMXG00000043839,zgc:171480,protein_coding
ENSAMXG00000008733,cdc42ep1a,protein_coding
ENSAMXG00000029336,,protein_coding
ENSAMXG00000031741,srpk3,protein_coding
ENSAMXG00000010067,ndufv1,protein_coding
ENSAMXG00000025013,si:dkey-29b11.3,protein_coding
ENSAMXG00000018862,palm1a,protein_coding
ENSAMXG00000020442,GGT7,protein_coding
ENSAMXG00000040046,,protein_coding
ENSAMXG00000019501,ephb6,protein_coding
ENSAMXG00000031048,bcat1,protein_coding
ENSAMXG00000009512,igfbp1a,protein_coding
ENSAMXG00000010030,setdb1a,protein_coding
ENSAMXG00000037513,ppp1r3ca,protein_coding
ENSAMXG00000015493,paox1,protein_coding
ENSAMXG00000043475,ube2l3a,protein_coding
ENSAMXG00000035824,,protein_coding
ENSAMXG00000035906,,protein_coding
ENSAMXG00000036195,,protein_coding
ENSAMXG00000026280,zgc:101566,protein_coding
ENSAMXG00000037124,grapb,protein_coding
ENSAMXG00000020386,hint3,protein_coding
ENSAMXG00000013087,fgfbp2a,protein_coding
ENSAMXG00000041917,WDR1,protein_coding
ENSAMXG00000015036,asic2,protein_coding
ENSAMXG00000010369,ext1c,protein_coding
ENSAMXG00000031291,si:ch211-81a5.5,protein_coding
ENSAMXG00000024918,hic2,protein_coding
ENSAMXG00000003897,NOX4,protein_coding
ENSAMXG00000042303,,protein_coding
ENSAMXG00000032132,casc1,protein_coding
ENSAMXG00000037348,fgfbp3,protein_coding
ENSAMXG00000040367,creb3l3l,protein_coding
ENSAMXG00000041498,,protein_coding
ENSAMXG00000038925,,protein_coding
ENSAMXG00000039497,,protein_coding
ENSAMXG00000040118,,protein_coding
ENSAMXG00000036090,,protein_coding
ENSAMXG00000004196,ncoa6,protein_coding
ENSAMXG00000040245,,protein_coding
ENSAMXG00000013094,prom1a,protein_coding
ENSAMXG00000012299,slc4a11,protein_coding
ENSAMXG00000008963,pparda,protein_coding
ENSAMXG00000039175,,protein_coding
ENSAMXG00000020380,ehmt2,protein_coding
ENSAMXG00000036754,pi4kaa,protein_coding
ENSAMXG00000040619,her9,protein_coding
ENSAMXG00000037535,SLC2A9,protein_coding
ENSAMXG00000041083,,protein_coding
ENSAMXG00000007276,aatf,protein_coding
ENSAMXG00000032008,zdhhc3b,protein_coding
ENSAMXG00000029129,,protein_coding
ENSAMXG00000012804,,protein_coding
ENSAMXG00000030591,rpia,protein_coding
ENSAMXG00000013442,inha,protein_coding
ENSAMXG00000008962,def6b,protein_coding
ENSAMXG00000037213,,protein_coding
ENSAMXG00000015659,PTGIS,protein_coding
ENSAMXG00000026281,chst1,protein_coding
ENSAMXG00000043459,,protein_coding
ENSAMXG00000040288,lpar1,protein_coding
ENSAMXG00000013440,cx44.2,protein_coding
ENSAMXG00000034998,,protein_coding
